0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,0,0,0,0,0,0,0,0,0,0,0,3,99,99,99,99,99,99,99,99,300,99,99,99,99,99,99,99,99,4,0,0,0,0,0,0,0,0,0,0,0,0,end
0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,0,0,0,0,0,0,0,5,0,0,0,0,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,0,0,0,0,0,0,6,100,100,100,100,114,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,0,0,0,0,0,0,0,100,100,100,100,7,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,10,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100,100,100,100,12,0,0,0,0,0,0,0,0,0,0,0,0,end
13,99,99,99,99,99,99,15,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,114,99,99,99,99,99,99,14,0,0,0,0,0,end
0,99,99,99,99,99,99,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,16,99,99,99,99,99,99,0,0,0,0,0,0,end
0,99,99,99,99,99,99,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,99,99,0,0,0,0,0,0,end
0,99,99,99,99,99,99,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,99,99,0,0,0,0,0,0,end
0,99,99,99,99,99,99,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,99,99,0,0,0,0,0,0,end
0,99,99,99,99,99,99,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,99,99,0,0,0,0,0,0,end
0,99,99,99,99,99,99,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,99,99,0,0,0,0,0,0,end
