0,1081,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,1071,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,end
1079,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1078,0,end
0,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,0,0,end
0,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,0,0,end
0,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,0,0,end
0,1080,0,0,0,0,0,0,1002,1002,1002,1002,1072,0,0,0,0,0,0,0,0,0,0,1033,1002,1059,0,0,0,0,0,0,0,0,0,0,1035,0,end
0,1032,0,0,0,0,0,0,1002,1002,1002,1002,1052,0,0,0,0,0,0,0,0,0,0,0,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,end
1030,1003,1003,1003,1003,1003,1003,1002,1002,1002,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,end
0,1003,1003,1003,1003,1003,1003,1031,1002,1002,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,end
0,1003,1003,1003,1003,1003,1003,0,1002,1002,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,end
0,1003,1003,1003,1003,1003,1003,0,1002,1002,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,end
0,1003,1003,1003,1003,1003,1003,0,1002,1002,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,end
0,1003,1003,1003,1003,1003,1003,0,1002,1002,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,end
