id,heights,width,depth,texture,texture,texture,texture,texture,texture
1001,1,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1002,0,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/floors/hallfloorsmall.jpg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1003,0,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/floors/classroomS.jpg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1010,0,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/floors/cafeteriaFloor.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1011,1,1,9,Current/textures/walls/504W.png,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1012,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/506N.jpeg,Current/textures/walls/504S.png
1013,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/504N.png,Current/textures/walls/503S.jpeg
1014,1,1,9,Current/textures/hall/lockers504.png,Current/textures/walls/504E.png,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
1015,1,1,11,Current/textures/walls/507W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1016,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/507S.jpeg
1017,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/507N.jpeg,Current/textures/walls/506S.jpeg
1018,1,1,11,Current/textures/hall/lockers507.jpeg,Current/textures/walls/507E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
1019,1,1,9,Current/textures/walls/506W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1020,1,1,9,Current/textures/hall/lockers506.png,Current/textures/walls/506E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
1021,1,1,9,Current/textures/walls/503W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1022,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/503N.jpeg,Current/textures/walls/502S.jpeg
1023,1,1,9,Current/textures/hall/lockers503.png,Current/textures/walls/503E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
1024,1,1,9,Current/textures/walls/502W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
1025,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/502N.jpeg,Current/textures/walls/501S.jpeg
